Actual (mm),Predicted (mm)
272.0,279.02298
288.8,291.1961
301.5,289.39307
310.5,294.15518
327.0,310.4693
329.79999999999995,334.62082
333.2,326.5936
330.1,333.9154
327.1,318.53122
341.6,313.69223
314.5,333.06818
262.7,263.59888
197.6,202.75835
128.6999999999999,121.83971
70.3,56.973633
13.400000000000002,9.870765
-38.9,-35.288364
-71.6,-76.364944
-66.0,-91.32153
-33.8,-44.66663
16.800000000000004,18.04367
58.1,82.066185
131.1,107.33252
195.5,208.21506
261.79999999999995,250.3839
318.09999999999997,315.8076
343.1,347.33197
372.59999999999997,339.87857
394.4,385.6794
405.4,389.56955
420.0,401.08224
423.70000000000005,418.0373
432.40000000000003,410.3982
418.1,424.41345
397.2,386.18222
362.8,366.41638
321.5,313.05322
269.7,269.8911
222.39999999999998,203.64441
168.6,163.01308
113.3,100.02742
56.899999999999906,52.488045
25.3,6.1880717
24.2,8.19034
31.7,36.37846
63.70000000000001,58.613937
106.39999999999998,113.46236
156.29999999999998,155.8333
215.7,221.78297
273.8,279.24615
321.79999999999995,322.40634
353.0,348.42764
365.59999999999997,366.1274
384.29999999999995,369.9567
399.6,391.22528
400.3,401.16162
383.6,395.46915
374.0,370.11765
366.5,368.68597
340.4,354.5399
290.0999999999999,312.2484
241.9,244.40092
199.5,199.68446
157.79999999999998,155.25327
102.29999999999991,112.980225
45.2,49.39502
7.800000000000001,0.9741905
-11.2,-9.042022
-12.0,-9.651478
4.299999999999999,14.773241
24.2,45.2733
71.39999999999989,63.95217
121.60000000000001,135.17264
177.2999999999999,175.37709
249.89999999999998,238.79271
311.40000000000003,310.32535
346.0,347.33066
371.2,350.85577
378.2999999999999,379.47244
369.90000000000003,369.9893
362.9,361.80972
355.7,360.32742
349.6,351.01962
343.3,343.66724
308.59999999999997,331.38297
256.90000000000003,270.26468
218.5,209.39366
173.6,178.26794
130.0,119.605545
75.0,81.960045
18.000000000000004,20.8671
-25.3,-25.148932
-56.7,-49.528973
-63.599999999999994,-68.88018
-25.9,-47.169003
16.800000000000004,37.02223
68.4,73.14089
122.6999999999999,133.87001
202.3,179.99104
276.6,274.35098
341.2,328.65524
371.09999999999997,375.81448
380.40000000000003,366.31384
390.90000000000003,381.08252
392.29999999999995,387.42123
381.40000000000003,385.75015
361.5,372.05743
346.4,348.07553
338.3,335.68646
319.6,324.8153
290.4,290.70087
258.90000000000003,251.43887
226.30000000000004,212.97856
164.70000000000002,174.66895
95.09999999999991,87.492935
28.9,25.61258
-27.3,-31.479105
-62.300000000000004,-61.01212
-81.3,-77.75717
-51.9,-80.73799
3.1000000000000005,6.3722835
58.79999999999999,74.46968
114.7,127.19452
187.29999999999998,177.31847
265.0,257.99573
329.6,325.57996
353.7,367.56503
355.3,350.9877
342.5,349.43652
347.7,332.14413
341.5,357.70163
324.0,337.68134
298.2999999999999,319.56665
281.3,284.73676
258.2,272.19434
232.5,233.6225
214.10000000000002,202.8258
176.6,182.0206
122.49999999999999,122.68114
59.1999999999999,62.41919
-0.19999999999989854,-9.173935
-43.8,-45.663433
-70.2,-68.44715
-88.5,-77.09414
-73.80000000000001,-87.84071
-20.1,-30.900455
71.0,53.279465
196.70000000000002,167.40227
241.49999999999997,300.7665
289.4,276.35126
377.3,335.98056
431.7999999999999,413.33487
448.2,435.679
428.59999999999997,435.16623
394.9,400.2165
375.3,374.68524
381.29999999999995,369.84393
400.1,386.75406
420.2000000000001,401.83057
438.9,415.59033
452.00000000000006,426.3321
458.40000000000003,427.71722
422.30000000000007,423.26556
381.79999999999995,346.8016
363.9,317.76648
336.7,315.22052
324.29999999999995,276.5128
274.3,288.18106
273.0,197.04002
294.09999999999997,265.38974
326.2,283.61835
400.8,337.7278
522.7,437.59113
593.4999999999999,568.6013
650.4000000000001,590.41565
649.5,645.90765
669.2,604.7285
669.9000000000001,653.6898
664.7,628.3655
635.5999999999999,636.2696
611.4,595.1833
630.8000000000001,591.2042
661.9000000000001,627.26056
671.0,645.2631
699.0999999999999,638.0699
712.7,672.0475
710.0999999999999,663.8494
704.8,660.5412
677.1,656.3738
628.9,625.00574
591.0,583.73785
550.9999999999999,567.6058
521.2,531.0377
538.8,522.52527
594.6,571.47614
655.0,630.80396
715.1999999999999,673.87
766.6,715.5262
823.6000000000001,741.38245
837.9999999999999,777.2609
833.7,761.41003
820.8,761.02783
789.6000000000001,749.8466
757.4,727.7629
723.9,714.11694
669.3,693.58453
634.9,646.82294
636.5999999999999,642.1303
657.6999999999999,657.0994
691.0000000000001,676.22296
705.3999999999999,701.1474
710.2,695.7443
676.1,698.37067
600.8,649.242
536.2,574.901
474.0,541.61194
441.2,484.972
390.2,488.39908
370.90000000000003,411.91946
389.0,439.1595
427.6,467.06244
481.6,512.8837
509.4000000000001,563.4498
519.0,561.9066
536.6999999999999,564.5965
518.7,583.96533
472.2,537.2425
416.6,488.784
355.3,433.7943
308.5,373.2584
312.90000000000003,341.4822
355.4,383.19583
399.3,432.81387
446.1,462.64706
485.5,502.84143
542.5,523.78827
579.3999999999999,584.17255
575.1999999999999,590.63696
530.2,566.86005
482.80000000000007,503.86615
459.7,470.67844
434.6,467.27133
398.6,436.48584
393.6,397.74994
389.7,420.09467
416.0,402.1619
468.80000000000007,455.03668
503.20000000000005,505.37473
492.49999999999994,518.6644
461.29999999999995,480.00485
396.9999999999999,446.93033
339.4,358.02637
279.4,322.12357
216.20000000000002,251.58829
193.1999999999999,197.35405
217.79999999999998,213.60284
269.9,262.951
345.4,337.76443
420.69999999999993,419.61093
498.2999999999999,475.00363
581.0,539.4274
627.9,609.58936
615.0,624.1456
595.0,586.3958
562.0,579.6082
545.6000000000001,539.84503
540.2,547.0411
545.5,541.18475
536.5,552.2652
533.6,527.1715
525.7,533.24286
537.7,513.6799
547.7,541.3761
519.0,537.22394
452.1,485.79068
343.7,403.01157
227.09999999999997,262.5746
143.1,154.03888
91.80000000000001,111.77308
76.30000000000001,91.19068
107.09999999999998,115.722046
177.6,183.8732
263.2,277.37482
360.70000000000005,357.67856
468.1,450.16495
569.8000000000001,544.5256
607.9,619.1275
602.7,605.06476
569.6999999999999,591.5259
540.6000000000001,552.2451
517.9,541.0833
498.70000000000005,523.2723
519.3000000000001,508.6054
551.6,549.885
546.6,566.2022
533.4000000000001,532.75305
518.1,521.58844
490.2999999999999,498.57846
434.99999999999994,461.84488
353.0,387.59152
257.6,287.50104
165.7,184.76927
88.3,106.23825
48.2,52.986485
53.1,55.853394
103.69999999999992,110.85497
196.0,197.12965
283.3,310.71677
393.40000000000003,374.08948
525.9000000000001,482.99805
598.0999999999999,598.91925
637.6999999999999,618.35767
637.8000000000001,640.3454
621.6,614.98444
612.4,607.3567
613.9,606.57025
631.8,613.2636
644.1,631.83307
636.9,629.7028
609.1999999999999,611.5049
578.7,576.9744
546.2,551.2675
501.79999999999995,517.4076
449.69999999999993,465.99762
365.8,412.8164
253.09999999999997,298.0141
148.60000000000002,169.46558
61.9,87.27833
14.700000000000001,30.344152
18.300000000000004,21.43522
60.2,72.16015
116.3,150.20871
207.3999999999999,220.78441
297.9,328.20526
385.40000000000003,391.94934
480.9,452.23645
542.5000000000001,541.2516
568.0,569.7831
575.5,574.94476
571.6999999999999,572.54486
573.6999999999999,569.0358
569.4,578.7809
559.9999999999999,567.77484
547.6000000000001,557.5034
545.0,540.7818
549.1,541.2867
528.4000000000001,539.9894
490.2999999999999,498.10168
437.3999999999999,453.70294
355.1,388.5372
252.29999999999998,280.3374
155.70000000000002,166.47688
80.10000000000001,86.675095
48.699999999999996,39.99501
49.50000000000001,60.39184
95.4,93.66639
167.7,185.32605
260.0,268.89606
363.4,363.13507
474.3,444.3462
565.8,546.12994
611.1,607.8865
621.3,617.7413
622.3,608.804
619.1999999999999,612.9999
606.3,610.9359
603.9,596.822
602.0,602.946
589.1999999999999,594.18774
583.0999999999999,574.78894
562.2,572.0697
512.3,536.1094
451.1,472.06967
374.7999999999999,408.45538
279.9,316.47128
187.3999999999999,207.88586
88.8,126.32728
23.999999999999996,32.278526
-6.700000000000001,13.908657
-5.100000000000001,6.841214
34.1,31.277765
101.2999999999999,110.32005
181.7,197.16188
272.7,290.3795
351.3,374.17218
434.4,418.74142
490.20000000000005,488.98465
520.5,517.7624
524.1,537.82733
520.6999999999999,515.85315
514.8,520.12616
504.6999999999999,514.69293
496.69999999999993,504.43008
488.4,496.85553
473.29999999999984,483.33685
441.0999999999999,459.12494
399.8,410.6294
339.2,363.50296
266.0,283.15216
180.3999999999999,201.93808
98.09999999999988,105.65062
21.500000000000004,38.2514
-43.0,-32.624672
-88.6,-73.49861
-106.80000000000003,-108.55637
-94.3,-94.97472
-46.699999999999996,-53.76862
24.8,33.325665
104.80000000000001,116.00574
187.0,195.14253
262.6,274.54962
335.0,333.3916
373.90000000000003,390.09888
391.40000000000003,388.16562
395.4,393.6092
385.7,389.75323
373.7,381.09018
364.19999999999993,375.06155
362.19999999999993,367.13055
359.0,365.77728
360.2999999999999,352.30057
329.0,349.88135
291.9,283.30637
247.9,248.48239
194.8,186.79932
114.3,127.6658
29.8,29.062975
-33.2,-45.523575
-68.7,-73.448715
-86.5,-89.72687
-82.0999999999999,-88.30314
-55.2,-56.95572
-2.7999999999999,0.23167713
76.39999999999999,69.877045
168.1,163.69562
261.29999999999995,256.05026
319.29999999999995,335.82413
352.0999999999999,358.73846
359.70000000000005,366.9337
351.9,348.40665
340.4,342.04697
333.1,338.24908
316.8,338.49088
307.7,314.91153
312.90000000000003,311.5706
311.5,315.23013
306.19999999999993,297.67978
292.0,284.89734
266.29999999999995,256.1461
226.7999999999999,217.96902
176.6,164.72546
115.39999999999989,108.20724
54.199999999999996,43.868294
14.499999999999899,-6.8276725
3.400000000000001,-9.490701
27.6,12.337534
71.5,73.190056
130.6,125.44902
204.70000000000002,195.00838
296.3,278.95645
382.2,364.49533
443.9,420.80817
467.1999999999999,468.22256
467.8,463.0141
456.3,448.97562
441.6,436.45782
436.8,426.8021
440.30000000000007,431.24292
446.40000000000003,436.225
450.5,438.6663
456.0,435.19128
462.99999999999994,436.41125
468.3,438.25696
454.19999999999993,438.991
437.3999999999999,408.43253
399.7,396.16714
345.5,339.00052
282.0,280.1691
240.09999999999994,211.09755
200.7,199.0768
190.6,158.67798
210.89999999999998,184.30434
260.29999999999995,233.77496
329.0,308.9486
397.9,385.05374
466.09999999999997,443.7661
506.29999999999995,499.95523
508.1,517.78033
501.70000000000005,502.5315
480.6000000000001,500.31784
454.49999999999994,470.325
430.1,450.98056
416.0999999999999,429.5358
395.0,424.1092
389.2,392.239
407.8,400.62088
422.09999999999997,424.87537
429.39999999999986,425.79727
433.59999999999997,427.78226
425.69999999999993,426.98105
396.9,409.14377
356.59999999999997,367.65518
326.79999999999995,324.18082
307.7,307.17313
299.89999999999986,295.7891
313.7,300.1739
340.9,332.75684
390.79999999999995,366.67126
448.8999999999999,430.64508
508.9000000000001,482.54102
561.0999999999999,538.08594
578.6,576.1153
562.0999999999999,570.0759
534.1,541.93066
503.3999999999999,516.3477
480.6000000000001,488.81964
456.50000000000006,476.06747
430.3,450.2232
430.5,425.77493
444.79999999999995,445.24567
478.5,457.14587
515.9,499.9921
531.9000000000001,527.48175
536.1,526.51086
547.2,527.2057
523.4,543.27844
481.2999999999999,492.77567
446.2,456.8617
409.7,433.4238
384.0,399.1646
377.5,389.7692
394.0,397.6251
415.7,429.1229
438.00000000000006,447.57547
454.9999999999999,469.3747
453.3,478.98282
437.5999999999999,464.35034
402.5999999999999,444.09534
339.9,397.19928
278.3,317.3345
206.39999999999998,265.3759
170.2,183.06248
161.3,189.98593
190.6,187.94078
223.4999999999999,255.51035
277.4,276.0635
333.0,346.5963
372.5,384.74298
390.5,406.22836
397.2,402.02182
383.5,408.99673
373.3,381.3928
362.2999999999999,381.9591
362.0,366.27307
369.40000000000003,376.68222
385.6,382.4578
384.5,401.2155
390.1,380.37457
407.2,395.36087
420.99999999999994,410.42
422.30000000000007,417.09296
403.8,408.08817
388.90000000000003,376.63623
364.09999999999997,370.09714
342.8,333.11276
312.8,321.9072
291.5,279.91425
310.0,273.9684
353.7,323.0939
401.2,376.38095
464.4,422.2713
537.8000000000001,492.74805
597.4999999999999,559.06995
598.7,598.8424
585.3999999999999,566.1926
565.4,562.66046
541.5,538.93207
518.5000000000001,522.1574
491.3999999999999,503.52515
481.7,476.48706
482.3999999999999,482.97476
485.9999999999999,483.49072
496.90000000000003,487.51175
501.49999999999994,500.74582
485.20000000000005,496.63718
442.9999999999999,467.99707
354.6,413.81854
242.49999999999997,289.65366
136.4,170.285
68.8,85.60757
63.1,66.74229
87.0,116.49853
137.4,160.66364
193.70000000000002,233.19325
250.0,281.97406
335.1,325.6118
397.8,411.33353
416.0,442.6773
412.09999999999985,432.81842
415.5999999999999,417.68243
414.79999999999984,432.09918
404.49999999999994,425.3324
403.3,412.77863
428.29999999999995,418.58496
421.99999999999994,452.3639
393.6,411.81506
384.0,378.5531
376.5,380.19534
351.3,363.14697
307.59999999999997,323.79248
274.1,265.93378
236.59999999999997,243.60135
185.5,194.64519
148.0,137.04573
126.69999999999999,115.9126
126.1,114.10058
128.6999999999999,135.26212
148.10000000000002,145.81363
205.99999999999997,186.35028
287.5,269.59897
368.19999999999993,350.0357
446.2,424.46613
488.0,492.32306
498.5999999999999,497.1656
500.09999999999997,490.0114
499.30000000000007,491.87088
493.49999999999994,492.84845
482.99999999999994,485.6968
482.29999999999995,473.92532
484.5999999999999,479.5509
481.4,476.6405
484.0,466.55603
475.80000000000007,471.0179
455.7,448.36462
396.3,422.14813
307.5,329.95856
215.60000000000002,225.20366
131.3,137.9853
66.60000000000001,70.337074
44.1,35.444416
62.39999999999999,68.47241
112.49999999999999,120.00114
179.4,198.0856
243.50000000000003,270.83212
325.79999999999995,321.01804
412.6999999999999,395.27063
475.39999999999986,471.0757
498.1,511.341
495.3,503.16476
492.9,489.68198
486.8,493.8958
488.90000000000003,486.3495
506.50000000000006,497.25446
518.0,517.9466
522.7,516.7635
517.2000000000002,515.34973
495.5999999999998,498.9273
454.29999999999995,466.1809
404.0,411.00168
332.9,358.1058
248.6,265.58517
148.60000000000002,177.47603
64.3,70.095924
34.6,20.907896
54.199999999999996,50.855305
102.8,105.600494
161.70000000000002,186.36995
219.09999999999997,250.06448
297.69999999999993,296.81177
401.4,373.33282
483.9,472.4964
536.3,527.82074
567.5999999999999,557.1645
586.2,565.8588
600.7,581.3121
618.3,595.2569
635.5999999999999,612.1871
658.9000000000001,622.95074
673.3,641.2461
685.1,641.0301
680.1,647.76764
775.9000000000001,630.65393
663.0,740.8901
485.2999999999999,505.22916
360.8,384.84018
239.2999999999999,281.2385
126.4,164.16649
115.9,80.360115
134.8,160.92601
161.20000000000002,176.30983
190.0,232.20776
212.79999999999995,245.7371
283.7,255.4223
399.4,364.1866
513.7,489.13834
555.6,579.2158
534.8000000000001,563.55255
533.9000000000001,526.3755
549.5,553.11884
561.1,569.7944
648.0,578.83514
629.1,686.80975
537.0,584.84155
514.5000000000001,498.90457
502.7,531.06775
435.69999999999993,499.88516
370.7,398.2018
316.2,349.16122
261.6,290.74832
237.99999999999997,233.69751
205.6,235.2318
111.29999999999998,179.64444
59.3,44.436314
89.7,54.98877
119.79999999999991,146.08951
114.7,175.11497
141.7,153.91829
167.1,208.79297
195.39999999999998,215.03214
246.6,247.79997
327.0,302.078
427.7,383.26694
514.1,487.07477
534.7,551.81
500.09999999999997,516.37665
475.0,469.9888
476.29999999999995,466.24747
475.50000000000006,480.25897
459.9,471.90506
438.59999999999997,446.5638
399.9,420.74194
365.20000000000005,365.1981
345.0,338.18262
309.90000000000003,321.24152
224.2,265.2933
149.29999999999998,136.8844
69.9999999999999,90.49373
6.500000000000002,8.175555
-9.1,-26.87987
10.1999999999999,0.45610523
52.0,51.45562
119.39999999999989,117.32681
204.4,202.25339
304.3,301.01624
389.6,392.2823
430.1,438.89737
451.90000000000003,450.1627
480.4,467.7423
504.9,485.2565
514.5999999999999,503.90247
520.5,508.5986
531.8000000000001,516.002
544.2,527.6874
553.9000000000001,534.529
540.3,537.3687
509.2000000000001,506.1242
474.7,469.25253
407.7,433.11957
331.6,337.013
266.6,264.25955
205.9,206.97325
138.7999999999999,149.93494
108.69999999999989,82.75598
102.6999999999999,91.01934
129.1,112.3055
173.8,175.37836
212.10000000000002,230.73676
293.5999999999999,262.6762
338.3,369.4357
423.49999999999994,368.24268
467.1999999999999,494.83456
381.7,477.54593
315.09999999999997,325.21817
248.10000000000002,313.3083
129.1,227.68837
22.700000000000003,94.187355
-57.899999999999906,32.090405
-97.8,-55.019363
-98.9,-84.342834
-132.39999999999998,-73.02892
-140.7,-149.54425
-141.6,-115.900276
-136.6,-120.92946
-220.5,-101.25121
-347.5,-284.8275
-470.20000000000005,-424.37952
-549.3,-542.66724
-616.0,-579.10785
-666.8000000000001,-644.40686
-692.3000000000001,-676.1735
-671.5,-684.9901
-597.0999999999999,-630.5084
-484.0,-520.3263
-432.3,-382.53812
-409.1,-404.92227
-380.09999999999997,-397.33527
-331.5,-370.18295
-288.9,-303.88568
-268.1,-271.98325
-247.7999999999999,-268.32608
-211.3999999999999,-242.0695
-178.5,-188.08406
-136.8,-160.90948
-103.8,-104.19598
-103.8,-85.26695
-122.29999999999988,-118.206635
-128.1,-150.69116
-114.39999999999999,-141.37444
-105.6,-106.32542
-102.6,-104.51806
-122.0,-102.91902
-142.9,-155.55098
-147.9,-172.48672
-131.1,-161.21022
-116.7999999999999,-120.37104
-96.19999999999999,-109.59117
-63.79999999999999,-69.599846
-3.3,-29.808065
65.5,49.892742
141.0,109.98227
193.89999999999998,178.99124
224.39999999999995,200.55278
227.6,224.84973
230.4,213.87314
222.1,221.499
201.6,199.60106
174.2999999999999,182.48143
156.70000000000002,154.18153
160.3,141.3643
149.79999999999998,147.99548
138.3,118.77035
137.9,111.8283
128.6,109.42125
101.2,85.21563
57.19999999999989,44.55277
5.300000000000001,-3.0864115
-48.099999999999994,-45.650616
-89.7,-87.4456
-112.9,-116.12808
-109.39999999999998,-118.23152
-77.5,-87.20096
-20.9999999999999,-24.775772
