Actual (mm),Predicted (mm)
72.39999999999989,63.193832
354.0999999999999,336.13422
621.1999999999999,529.5028
810.3000000000001,670.2985
867.1,774.2479
750.1999999999998,645.31714
480.19999999999993,430.56616
104.29999999999991,119.67911
-299.0,-281.3618
-637.2,-618.47675
-807.4,-809.7824
-808.4,-875.1174
-633.0,-729.65106
-327.40000000000003,-389.82397
48.70000000000001,-3.3061051
386.3999999999999,358.43234
614.1,610.8041
691.5,712.33264
576.1,635.6483
348.9,401.39645
59.4,83.861824
-215.89999999999992,-198.56302
-374.90000000000003,-392.68655
-376.2999999999999,-445.0506
-226.6,-287.83875
64.0,35.716793
398.29999999999995,408.20657
706.4,640.3527
908.9,762.4653
914.9000000000001,833.8969
741.0,662.28235
401.59999999999997,411.4445
-11.399999999999899,3.6691482
-401.4999999999999,-420.58304
-680.9000000000001,-721.45795
-774.3,-868.09424
-670.3,-804.43286
-376.90000000000003,-472.62097
10.1,-26.838434
413.69999999999993,389.02884
730.6,689.23706
874.6,852.0946
821.6999999999999,850.05347
585.4999999999999,625.6361
238.5,261.52963
-133.89999999999998,-151.52832
-431.20000000000005,-455.24884
-573.1999999999999,-650.24927
-511.20000000000005,-639.36224
-273.4999999999999,-341.86725
81.69999999999999,106.784645
469.3999999999999,504.69214
788.4999999999999,728.653
937.8,859.56665
884.3999999999999,878.11523
649.0,656.8989
259.2,287.99774
-160.9999999999999,-161.23866
-492.8999999999999,-510.77957
-701.2,-749.4228
-678.4,-818.7992
-454.7,-547.8712
-80.69999999999999,-98.731926
371.0,338.3021
758.5,684.8317
1025.4,884.2872
1043.3,1013.1209
856.4000000000002,836.5399
488.3,522.01953
40.099999999999994,58.563065
-370.5,-370.56638
-653.1,-673.69086
-746.3,-855.1536
-622.8000000000001,-710.0361
-321.6,-292.4123
80.60000000000002,157.97452
479.5,532.7588
753.9,746.75415
863.1999999999999,871.73376
766.8000000000001,821.41187
495.09999999999997,547.6883
121.79999999999988,126.97188
-249.20000000000002,-287.1806
-506.90000000000003,-572.63184
-604.9,-728.5149
-469.8,-601.60815
-158.1,-196.50862
278.0999999999999,251.41055
728.0,628.5821
1052.8999999999999,854.9838
1191.0,1032.814
1109.6,1040.6914
806.5,770.71484
348.0,374.32254
-143.0,-99.49195
-556.4,-536.72314
-820.3999999999999,-863.9336
-852.4999999999999,-980.78
-690.7,-731.0125
-361.40000000000003,-277.81912
61.800000000000004,150.75327
415.9,493.47763
661.8000000000001,685.7511
725.6000000000001,784.51965
589.0000000000001,676.89136
330.2,358.7331
13.4,-32.190376
-278.0,-373.28372
-446.5,-559.0249
-427.1,-543.76526
-224.89999999999998,-264.06033
145.2,138.91724
579.9,525.97064
960.0,804.2044
1202.5,1011.495
1250.5,1122.1332
1061.1000000000001,1023.4603
676.5,685.93384
179.79999999999998,228.84967
-310.2,-248.35971
-715.5,-707.88165
-932.5,-1008.9406
-924.9000000000001,-1036.6987
-737.3,-747.7322
-415.0999999999999,-314.12402
-23.399999999999896,85.77922
300.5,386.87036
