Actual (mm),Predicted (mm)
-35.9,-38.24916
43.4,34.41921
109.60000000000001,112.09298
170.5,175.90709
224.8,232.94853
277.1,289.7979
324.0,333.45157
355.19999999999993,355.6158
368.5,370.82944
371.90000000000003,361.46365
357.79999999999995,349.95963
311.7,315.95306
254.30000000000004,240.90976
171.2,165.5112
73.3,74.6721
-28.39999999999999,-21.5741
-117.3,-97.245705
-195.1999999999999,-165.45665
-242.80000000000004,-233.91121
-278.0,-275.0679
-278.30000000000007,-292.64478
-263.70000000000005,-275.34573
-250.79999999999998,-239.50938
-196.1999999999999,-202.18195
-132.6999999999999,-134.8763
-65.19999999999997,-60.695072
10.799999999999997,10.248826
64.0,85.45566
123.2,138.50986
197.6,189.77489
259.7,252.06888
297.09999999999997,317.75012
323.0,346.8265
349.7,349.596
336.20000000000005,351.3506
339.4,320.24945
305.7999999999999,294.28696
249.90000000000003,239.99324
177.4,167.27443
71.3,83.56812
-35.19999999999989,-23.316364
-95.7,-106.02656
-173.6,-158.49771
-204.40000000000003,-219.1739
-224.50000000000003,-247.20178
-216.5,-244.67877
-281.8999999999999,-210.46976
-196.1999999999999,-234.61389
-146.2,-166.29332
-75.00000000000001,-90.09923
-24.900000000000002,-8.072943
68.1,50.66926
108.89999999999999,134.21675
169.3,179.6744
225.0,229.83261
271.6,286.23062
313.40000000000003,324.94464
347.5,343.16367
361.70000000000005,360.06033
367.8,353.7492
368.0,346.13724
341.3,328.56866
283.3,281.85785
206.7,205.67374
143.0,117.125885
42.9,49.77343
-37.10000000000001,-39.362175
-85.70000000000002,-92.0511
-110.1999999999999,-133.42143
-123.49999999999991,-155.48103
-146.7999999999999,-153.69731
-146.7,-139.58192
-88.99999999999997,-112.77793
-24.80000000000001,-46.96857
22.599999999999998,26.673906
79.60000000000001,83.96286
134.4,137.96115
197.7,186.46461
250.2,247.13058
307.2,302.47855
370.40000000000003,357.2854
416.8,400.24597
434.7999999999999,425.64255
440.8999999999999,448.80127
450.90000000000003,442.95703
435.2999999999999,429.30215
399.4,397.84067
344.2,341.7711
282.4,264.0273
205.0,194.75327
120.89999999999999,123.10907
58.19999999999989,48.20377
27.300000000000008,-6.6018844
-32.20000000000001,-26.150223
-30.09999999999999,-60.668377
-19.8,-51.421074
-4.300000000000004,-19.934181
43.1,26.848486
78.39999999999999,91.35737
112.9,138.7789
149.4,174.47594
192.89999999999998,204.04094
222.20000000000002,240.58708
269.1,265.14307
304.8,296.98184
349.9,324.3161
380.90000000000003,367.78802
386.4,400.86325
383.99999999999994,401.4274
384.7,385.0318
360.6,367.71085
315.50000000000006,330.5427
259.6,264.65933
200.8,194.72887
133.6,135.59003
78.09999999999991,74.22663
32.59999999999999,25.42318
-1.7,-9.956436
-6.699999999999991,-29.467274
-21.199999999999996,-19.592964
-24.80000000000001,-14.738966
-5.200000000000008,-6.9859247
8.399999999999991,25.347795
44.0,50.30136
84.9,86.29907
121.30000000000001,126.73454
146.9,162.35826
183.0999999999999,185.68784
202.49999999999991,218.20322
236.09999999999988,240.69237
265.3999999999999,261.9745
279.9,279.18323
289.4,287.86542
299.4,287.13297
288.0999999999999,284.1755
271.2,265.1072
234.50000000000003,237.1057
187.29999999999998,193.73022
143.3,140.78922
105.6999999999999,94.491005
64.60000000000001,60.858665
36.90000000000001,28.947916
25.2,9.38577
5.299999999999999,9.32492
-5.600000000000006,2.268029
-0.900000000000004,0.60629255
13.100000000000001,13.910443
28.999999999999904,35.771454
40.3,56.159973
64.9,72.19123
81.8,93.81847
95.69999999999999,109.890686
116.7999999999999,120.268074
125.7,133.10153
145.2999999999999,140.84357
159.1,156.53491
170.3,168.62042
176.0,175.62825
171.2,175.8863
170.99999999999991,167.95926
155.8999999999999,160.76433
132.3,142.83495
99.89999999999999,114.8652
90.60000000000001,76.83118
73.6,60.369564
59.199999999999896,45.665268
46.4,42.460144
47.0,42.196587
31.8,48.114727
28.5999999999999,44.84193
38.6,46.40439
49.6,57.244076
46.699999999999996,71.19835
41.4999999999999,73.444305
49.8,67.41281
42.599999999999994,68.6016
36.6,60.30908
33.30000000000001,49.28545
39.6,40.341602
35.3,41.311764
34.8,37.373554
34.10000000000001,34.51599
33.5,32.077484
27.4,30.73284
27.300000000000008,25.857264
27.900000000000002,24.872068
20.2,26.14709
20.699999999999996,20.960972
20.899999999999995,20.49216
13.6,21.734758
2.800000000000003,16.751253
34.6999999999999,5.995653
60.199999999999996,32.143925
65.9,64.59091
86.9,79.55754
97.8,98.035164
75.2,107.85738
109.5,87.38531
104.6999999999999,103.38007
103.00000000000001,103.63203
92.0,98.77182
84.7,84.72808
65.60000000000001,71.75205
51.4,52.005863
67.10000000000001,36.187927
69.2,47.865307
42.599999999999994,59.8806
29.6999999999999,47.645317
38.80000000000001,34.30355
13.6,38.981968
16.7,23.136992
50.2,20.964367
67.10000000000001,49.540886
48.400000000000006,74.600914
72.0,67.86905
85.8,81.25477
116.6,94.95295
135.2,120.47267
163.6,141.46649
172.8,173.25389
178.2,188.5428
178.2,190.20755
174.9,181.98991
161.0,171.22054
137.4,150.04788
117.2,119.43858
88.6,92.490585
70.39999999999989,60.90855
47.9,39.413773
26.099999999999994,28.588167
-1.7,20.662962
-12.400000000000006,2.4247854
-17.2,-6.6732974
-19.699999999999996,-5.442235
-7.7999999999999945,-2.831242
6.8,9.584612
24.8,25.384066
36.800000000000004,43.74608
60.3999999999999,56.617268
88.0,74.137596
116.5,98.667984
156.60000000000002,124.76419
178.89999999999998,163.04457
194.29999999999998,197.53992
199.79999999999998,215.85385
200.4,215.91524
183.9,204.3724
174.09999999999988,179.0048
144.2,154.05571
108.89999999999999,115.96006
55.599999999999994,74.38274
9.899999999999897,14.937086
-18.9,-26.295263
-62.1,-44.64548
-82.4999999999999,-75.62622
-97.3,-95.089455
-118.29999999999997,-97.62824
-154.6,-103.73653
-122.60000000000001,-130.53568
-109.20000000000003,-109.254364
-81.00000000000001,-88.83909
-43.100000000000016,-57.142998
-12.000000000000007,-15.810236
21.300000000000004,18.613579
52.0,52.065712
95.99999999999999,80.54319
131.5,118.66663
